company,ticker,sector,fiscal_year,is_fraud_case,label,revenue,cogs,sga,depreciation,net_income,receivables,current_assets,ppe_net,total_assets,current_liabilities,long_term_debt,total_liabilities,cfo,related_party_pct_revenue,auditor_changed,promoter_pledge_pct,results_filing_delay_days
FMCG Beverages Co 3,LIVE003,FMCG Beverages,2024,0,0,1774710401.8252935,1232541639.426396,169503689.67288888,41100880.243487574,252833080.22296906,277581771.9892445,441451881.67842174,1019467298.0009489,1804934951.5670779,173671538.47466812,280240786.88217604,453912325.3568442,253203769.81911665,0.016053948771404106,0,0.04974390666399644,1
FMCG Beverages Co 3,LIVE003,FMCG Beverages,2025,0,0,1979176527.9601057,1365379980.8694868,293214284.62404686,60271713.4464401,185392376.3743527,314739798.1220206,479279419.74544907,1149010143.3389828,1852798656.2435977,202740812.3032528,339606558.151222,542347370.4544748,189706865.46401042,0.0067360728226043606,0,0.051531574629720876,0
FMCG Beverages Co 3,LIVE003,FMCG Beverages,2026,0,0,2274686544.9683504,1614641188.844644,318581580.05784416,74360816.07001348,199491162.45671728,332288821.2981864,549573303.0204093,1297214774.88757,2204539185.302311,280995366.2496926,321379037.1948177,602374403.4445103,190960757.27207333,0.022282283301389053,0,0.17587370187669604,7
Jewellery Retail Co 4,LIVE004,Jewellery Retail,2022,0,0,3276135387.7679915,2364952092.28204,350274800.5103877,63110013.74257572,334454224.8286509,489491357.16940635,759650603.4361932,1965681232.6607947,3207487637.57034,277965122.83199966,406221053.09667057,684186175.9286702,374702368.9729838,0.00712577418725969,0,0.0,7
Jewellery Retail Co 4,LIVE004,Jewellery Retail,2023,0,0,3444732915.215901,2111097625.6872654,332653267.25224435,96999390.9442688,630146203.5901079,483168085.2210332,810743043.3568225,2196888315.4014134,3604672906.0754423,443321009.9685955,653138601.2941424,1096459611.2627378,591892650.7671659,0.006251041916300182,0,0.03809131280126674,1
Jewellery Retail Co 4,LIVE004,Jewellery Retail,2024,0,0,3742260420.1196933,2593517088.4230285,407507668.9903321,121090912.35100277,453099950.1427629,625088948.9126669,1003293413.9918034,2449907985.8694406,4014549937.50697,395066089.01942724,866439088.4224887,1261505177.441916,426918508.40436786,0.04093168308930595,0,0.1286677451237621,3
Jewellery Retail Co 4,LIVE004,Jewellery Retail,2025,0,0,4201152110.865974,3036978059.822802,410670057.23042357,151055426.9845413,417579670.1494366,525598915.7032793,1023640329.4798064,2733462830.9888225,4444548645.991816,410836489.02795225,784123981.9732021,1194960471.0011544,405510522.0985989,0.020524667983562436,0,0.03539144070982225,1
Jewellery Retail Co 4,LIVE004,Jewellery Retail,2026,0,0,4865917822.45283,3442925512.181136,598757271.6278912,181778329.75850332,354422215.302334,795724750.3332628,1311122181.1736934,3058762607.0411286,5045481287.892305,412948862.0852668,1091841011.3580973,1504789873.4433641,385678007.69777983,0.004661385950838624,0,0.09319140068490941,1
Textiles/Plastics Co 5,LIVE005,Textiles/Plastics,2022,0,0,2837250378.186998,1885856894.9123836,365386022.299436,109857405.8151246,334233368.3462429,437131139.50840706,724632320.1513727,1702350226.9121988,2793207123.599161,396623993.2359803,394079121.02747506,790703114.2634554,338440707.1427781,0.018093489424948407,0,0.10856235467336597,4
Textiles/Plastics Co 5,LIVE005,Textiles/Plastics,2023,0,0,3111390483.7274203,2008031104.7350798,418841366.4424429,68885559.05444303,416569141.07187796,465571058.00746375,870750541.7009156,1908990257.9059358,3305957871.134412,329873948.36194164,493626228.89241827,823500177.25436,396833164.68004423,0.007834398506188722,0,0.016442986130170943,2
Textiles/Plastics Co 5,LIVE005,Textiles/Plastics,2024,0,0,3615441292.152141,2405500019.286683,477871782.33328825,67043125.25626143,462338523.36351323,608398527.307484,1086808880.919055,2147032030.250721,3552371599.147336,391110960.43088716,815430261.7718524,1206541222.2027395,380723035.6590545,0.03475949048053509,0,0.06841783063503293,4
Textiles/Plastics Co 5,LIVE005,Textiles/Plastics,2025,0,0,4097402067.127727,2938363019.157395,558374588.5637479,144811849.82471514,315287677.1753604,677738429.6897753,1016729182.9547865,2416313094.514629,4029518057.9572515,479189325.2602502,883148236.5775714,1362337561.8378215,324741874.4679484,0.009414639180215907,0,0.04374954848402112,6
Textiles/Plastics Co 5,LIVE005,Textiles/Plastics,2026,0,0,4832035380.628419,3490216105.3471274,500381422.17002714,149848814.8020952,499478923.1427474,901557352.7495943,1467562067.565856,2730404256.381489,5044802761.46168,633394456.4631714,1596088091.7098749,2229482548.173046,466307061.8316133,0.0,0,0.13021271807585705,0
Financial Services Co 6,LIVE006,Financial Services,2022,1,0,1980976458.8144622,1360556228.161541,258485250.58991215,62165756.99157461,182667885.1187633,319109696.87252414,498515798.42456234,1188585875.2886772,2011549114.5139565,265528247.2322111,416213794.41513044,681742041.6473415,184642643.1119777,0.022292113741150685,0,0.07650323528007334,0
Financial Services Co 6,LIVE006,Financial Services,2023,1,0,2071922332.0141094,1461509859.3919373,256784775.62309545,70658026.32177748,186848535.5687394,320491626.528555,522813094.90115607,1327839568.148043,2213001983.6913342,166041354.00490445,299145605.0467484,465186959.05165285,155350575.11401755,0.0,0,0.016086777992241168,4
Financial Services Co 6,LIVE006,Financial Services,2024,1,0,2196101155.947271,1556039835.9879017,272219479.2654206,77843193.69644095,216450439.05805442,468490822.22750556,692147327.0438468,1477479812.9898477,2443871977.205714,237424872.70249036,307862310.72676694,545287183.4292573,190248960.09851402,0.016419833119255708,0,0.09017925096893009,7
Financial Services Co 6,LIVE006,Financial Services,2025,1,1,2251739252.299903,1717428082.8682756,292651791.59775746,54061686.51577984,139869660.60608572,323415363.1819865,556730056.9957712,1636654684.8772175,2601857171.7026954,251113667.06908858,364630325.0287776,615743992.0978662,87732499.69230515,0.023121284261769282,0,0.040537782953179724,2
Financial Services Co 6,LIVE006,Financial Services,2026,1,1,2640320603.19085,1767975177.5606256,359312868.3482859,76109627.00582348,328593359.4073847,394347632.11135435,615711629.0684282,1809590078.1616466,3098922138.049854,327876015.10920835,548563653.6627045,876439668.7719128,75645004.1259998,0.08763204819923576,1,0.1438526006121304,9
Healthcare Co 7,LIVE007,Healthcare,2022,0,0,2844360681.914542,1923572342.1536021,360929188.44405246,94835621.70047073,300210534.72051066,547763393.2491182,777010358.4550773,1706616409.1487253,2834533071.272359,417312330.74467665,539788071.3406594,957100402.085336,318915365.6456365,0.015574642881078161,0,0.12275227881353556,2
Healthcare Co 7,LIVE007,Healthcare,2023,0,0,2979643214.3106027,2062667357.1828356,450803214.4288371,83999561.68804592,241894118.53704807,503698790.02241915,708355043.5601208,1906797062.1387172,3119081663.3275747,325450259.70517445,802822403.8169796,1128272663.522154,183466813.73002416,0.012134342248958313,0,0.0,0
Healthcare Co 7,LIVE007,Healthcare,2024,0,0,3271967266.2800484,2266066444.753968,380907598.91925716,94013802.43036385,356839811.1846801,668524125.8996623,1039085279.7992473,2127599337.3168812,3695274652.906738,429055256.09905124,793822226.834024,1222877482.9330752,397093434.47292906,0.0191290582894749,0,0.034645839083271165,0
Healthcare Co 7,LIVE007,Healthcare,2025,0,0,3644903146.988444,2664307126.5871463,346668794.93930334,93149193.78950207,365817941.6539113,586912660.5213559,895596936.3835156,2373672474.7858095,3914437449.725595,491290129.1624704,751640824.2772167,1242930953.439687,328419169.3621075,0.025484279208297995,0,0.05939867937430523,0
Healthcare Co 7,LIVE007,Healthcare,2026,0,0,4033289351.685961,2831528067.4577765,505132047.21431494,102855033.54003666,409402663.83054733,753110799.6507514,1257106602.5428848,2646547116.613682,4478092857.6426525,513313052.4149233,356025854.4023025,869338906.8172258,351059585.64487207,0.0170622107984787,0,0.0,4
Retail/E-Governance Co 8,LIVE008,Retail/E-Governance,2022,0,0,1928328188.251264,1335423030.5397668,301640620.85520273,41924177.01935803,153580331.83856893,288455203.90048075,512627262.1052998,1156996912.9507585,1972853380.7846105,162945195.13646293,445412133.9496433,608357329.0861063,138805426.12905976,0.03274447216941239,0,0.018620623178154015,0
Retail/E-Governance Co 8,LIVE008,Retail/E-Governance,2023,0,0,2075848117.4098494,1419394471.1201084,280776164.1308069,66926374.627493076,183929251.19165066,383566815.8812745,532042498.6739652,1295499226.2097738,2166713852.187284,215614237.7489558,294387657.2367136,510001894.9856694,185236180.88716647,0.022416445216767514,0,0.019301159930355145,6
Retail/E-Governance Co 8,LIVE008,Retail/E-Governance,2024,0,0,2323741612.409068,1657337999.7446606,280341192.25076663,72836675.21480781,203288740.53561822,416243658.8057541,711946408.1457403,1450551283.6165204,2438517340.278152,166715432.3574286,684118357.8772346,850833790.2346632,234584277.0046552,0.015947307345506683,0,0.0,1
Retail/E-Governance Co 8,LIVE008,Retail/E-Governance,2025,0,0,2729105895.2417774,1933808108.8621542,317126261.9453972,66680407.51275024,291738172.59870017,355089119.5000581,666163347.4722819,1630523116.8871047,2874112189.2047367,336878666.56904763,526346919.8396196,863225586.4086672,273837043.30681384,0.026152567669685614,0,0.0,2
Retail/E-Governance Co 8,LIVE008,Retail/E-Governance,2026,0,0,2895867986.0165825,2061029551.7398963,454525304.2975916,84354133.36118364,225933434.89309832,549485690.4111162,788739566.9442257,1824232209.6945472,3062763446.417886,417730047.96244377,562967819.4764597,980697867.4389036,184055088.50542334,0.01982437173522554,0,0.004878845260374368,0
Aviation Co 9,LIVE009,Aviation,2022,0,0,1169859332.45844,791356819.0983968,146755805.89675263,30920114.348222163,123339357.06835543,195351314.9154001,368083438.479939,701915599.475064,1260224784.432099,149454282.65558922,241526621.14958167,390980903.8051709,125231638.04129718,0.026250852012481538,0,0.11258625042825976,0
Aviation Co 9,LIVE009,Aviation,2023,0,0,1222940139.5761244,872032415.9753244,135034526.77500573,41523720.0236621,131619684.21142107,185280965.49306884,315256932.3306216,784120074.4381223,1273801479.6113162,170038909.29823205,111344433.69497812,281383342.9932102,116333847.42395483,0.012175836660385542,0,0.0,0
Aviation Co 9,LIVE009,Aviation,2024,0,0,1381045110.2544024,1004647733.5453345,160170721.23507565,49116633.82041877,111587210.18808414,294162065.9685828,405309713.97791976,876695932.1839861,1451436062.9712605,181153039.4113953,274209937.2131392,455362976.6245345,111787930.50074111,0.019863532082047032,0,0.08508318240447835,0
Aviation Co 9,LIVE009,Aviation,2025,0,0,1504084148.407039,1053404193.8356173,174152187.59221914,35978513.12652612,144768819.93107364,230096225.44633123,349752728.94993854,978201017.5698576,1549226532.3477411,214422803.4577108,133176327.3005581,347599130.7582689,120197049.57448053,0.010771135581047324,0,0.12305894333601645,2
Aviation Co 9,LIVE009,Aviation,2026,0,0,1515229752.3618548,1025780969.2858869,147275455.34061652,36975122.235623784,214368376.87691152,259066068.0702733,404901749.92425835,1083308535.7150462,1728138297.9862883,186619305.1207116,412832140.19738084,599451445.3180925,217489722.47519884,0.0038012800560823026,0,0.0,5
Office Equipment/IT Services Co 10,LIVE010,Office Equipment/IT Services,2022,0,0,2483722916.234667,1700135838.021526,279581924.3950212,63420242.52693382,299850002.99425054,346972718.2176869,697115837.0374418,1490233749.7408001,2692923934.3003793,354479352.93425685,414595783.05156463,769075135.9858215,305367706.6005925,0.02639626409497902,0,0.07212728121020265,5
Office Equipment/IT Services Co 10,LIVE010,Office Equipment/IT Services,2023,0,0,2572159804.2340007,1751483579.5306606,346727873.97173876,85355917.83279036,270864302.48851895,415847304.1594836,644450992.5830859,1663548752.444724,2595065051.65129,395177198.633246,743355779.510278,1138532978.143524,286774234.5502608,0.022552134168558745,0,0.11753125604763284,2
Office Equipment/IT Services Co 10,LIVE010,Office Equipment/IT Services,2024,0,0,2865286718.13231,1988268532.3735588,281172226.2870241,91646071.103942,344378253.0086227,455511986.81127304,737471697.4172761,1856719550.9246814,3178500100.136323,395077957.64320433,637518986.4921811,1032596944.1353854,334013495.4877925,0.02044212378104198,0,0.039854300760222616,0
Office Equipment/IT Services Co 10,LIVE010,Office Equipment/IT Services,2025,0,0,3287152993.3945446,2315903014.3251863,345407576.8529101,78064697.46954165,386490634.8373664,408480860.05684525,729130495.9285871,2076778787.1221492,3397172915.795559,464094968.8870974,853681840.0928596,1317776808.979957,368369270.2986103,0.011549546720308489,0,0.0,3
Office Equipment/IT Services Co 10,LIVE010,Office Equipment/IT Services,2026,0,0,3885098551.2811284,2675362776.5355315,566239990.8880547,137920603.26834762,340448546.4554116,596820556.6499548,1002209703.7830963,2333337078.2998705,3894758165.0581193,421308314.91200733,828197892.9077852,1249506207.8197925,309700384.68958545,0.013719339162746261,0,0.06557264171517198,0
Infrastructure Finance Co 11,LIVE011,Infrastructure Finance,2022,0,0,852684378.5621578,651024210.4970484,70570799.87802781,25704639.340398256,71824526.06385233,157135914.56467307,196822669.06909055,511610627.13729465,846464151.8808315,128950404.6828208,121561530.94308731,250511935.6259081,66050945.94423777,0.012471080827713792,0,0.0052826976961235644,1
Infrastructure Finance Co 11,LIVE011,Infrastructure Finance,2023,0,0,907616727.8155363,596463423.8053985,142266864.98062134,25703981.533586957,111002631.2536057,177052262.67556387,266120347.1549553,572339782.3421903,978171146.9263946,115548222.23706833,351107376.8581855,466655599.0952538,113012094.7914062,0.012927354700485364,0,0.09844989351379291,0
Infrastructure Finance Co 11,LIVE011,Infrastructure Finance,2024,0,0,989983268.1099253,707533622.2757269,136787995.04669333,29853369.102161776,80362701.44496019,165061556.17093813,272474065.5415128,639009139.2179523,1002453749.3481368,131995907.95124742,151269297.40254903,283265205.3537965,67072001.986689374,0.019415887561413176,0,0.05419905016572272,0
Infrastructure Finance Co 11,LIVE011,Infrastructure Finance,2025,0,0,1155816432.1536806,780255894.2055011,107671809.61603978,32322731.6056427,153296054.84626597,191376947.5953101,283659806.15014344,715970235.0021749,1198116640.5792155,140154355.31015855,126284713.65711813,266439068.9672767,121611704.83447024,0.019876807070706888,0,0.038951634110682296,1
Infrastructure Finance Co 11,LIVE011,Infrastructure Finance,2026,0,0,1229230215.8390882,861493057.5197722,153052925.3048052,42701304.14744091,107393837.8726897,169797900.0979955,299823823.6247703,798910852.8441945,1329029016.8936844,136903316.4853493,99564219.15640745,236467535.64175674,87384279.32118328,0.011669632772039884,0,0.022113555625239263,0
Private Banking Co 12,LIVE012,Private Banking,2022,0,0,893154492.4343548,666355113.1098195,114139637.03754188,27252613.95682345,57447215.281627506,131790171.28967518,257908911.86826792,535892695.46061283,921734427.845612,84367079.5973684,187569249.81829596,271936329.4156644,49628671.34006368,0.012482441521864998,0,0.06985166500077455,3
Private Banking Co 12,LIVE012,Private Banking,2023,0,0,1028890382.0919802,739427538.3495829,143785478.99036518,36821454.459883384,81839515.75690661,192678834.90537745,256865164.850651,603413995.4290302,1004799987.8848418,105625778.46195032,206949904.76778653,312575683.22973686,74006169.77876341,0.018338421580502678,0,0.14410874401020246,1
Private Banking Co 12,LIVE012,Private Banking,2024,0,0,1114246415.9643662,766140492.9835727,128533464.54759346,33849208.777664885,126347681.63790019,204248221.45389277,352384920.20054376,677228736.0901194,1207100410.6826546,146847580.0118864,171959631.05263147,318807211.06451786,119142055.7420768,0.02940289464883589,0,0.09329843192085767,2
Private Banking Co 12,LIVE012,Private Banking,2025,0,0,1198380133.8897533,806998986.364444,155568117.55542332,43143519.88910017,133802801.20535018,199790131.23134255,249388823.01009774,757464604.8673106,1200375727.7618792,56361907.06745069,136634963.45561352,192996870.5230642,131948493.48928471,0.024775293372667952,0,0.0,0
Private Banking Co 12,LIVE012,Private Banking,2026,0,0,1353156945.8963733,891573150.3760945,149279458.81635073,55769824.37599201,174418842.95307982,260262807.80282795,399124507.44002324,847846390.3081486,1409254578.0431523,159409264.23925203,279341685.9584619,438750950.1977139,146654968.0128761,0.017441679286591766,0,0.012890395300128164,4
IT Services Co 13,LIVE013,IT Services,2022,1,0,863608827.5830301,631511907.5351123,122713273.75134604,24127776.013620995,51934286.50951337,146180817.51179013,206102916.0964347,518165296.54981804,859755009.8410053,116338180.35080296,188045033.34175393,304383213.69255686,51963292.779747434,0.00595730901909251,0,0.06655200774980978,1
IT Services Co 13,LIVE013,IT Services,2023,1,0,954937812.5125448,682287506.1010343,131219066.88810134,35711210.202020414,81374662.67783292,150694263.61473152,252924561.2841749,581457146.0719398,999590423.9059834,116906885.61808105,206453616.28250784,323360501.90058887,82668540.20283988,0.01940717353974068,0,0.013535653181316928,0
IT Services Co 13,LIVE013,IT Services,2024,1,0,1068503677.9761314,727632507.4798198,128284408.2102639,33872688.39712391,127513199.80458605,187121667.3622039,302067929.463204,652326044.3529046,1075087455.763189,159042600.84003773,188100271.52501717,347142872.3650549,104253819.55905977,0.009549562904136976,0,0.0,2
IT Services Co 13,LIVE013,IT Services,2025,1,1,1252387705.488985,870247912.4553254,139426774.5591007,38147615.82924375,137248346.96197003,234482843.80978695,355169525.516083,732515916.2931598,1205507135.8627605,136651305.51364332,111102995.90335076,247754301.4169941,113283613.15924062,0.011121796571063084,0,0.10227661373948402,5
IT Services Co 13,LIVE013,IT Services,2026,1,1,1295450699.690903,869832012.3884666,158754829.3366845,41283179.30354749,160684036.50178292,209891691.96664116,401664007.86601704,819355588.5232651,1431422188.4202993,185050660.8922166,251770518.46358925,436821179.3558059,47041064.33073424,0.017960196187144714,0,0.3308192199427369,17
Housing Finance NBFC Co 14,LIVE014,Housing Finance NBFC,2022,0,0,1477807634.2273753,1083114963.7422907,198047596.72102505,34316067.841206476,103934397.0446755,261282896.8936051,453025431.26903284,886684580.5364251,1549336682.5924513,143280873.42391592,291241428.0544507,434522301.4783666,99586042.10111253,0.0207898871634001,0,0.10668402393783509,0
Housing Finance NBFC Co 14,LIVE014,Housing Finance NBFC,2023,0,0,1707169249.8810956,1176989002.1619644,171105232.60348424,55058916.54526563,206778199.49284172,265095067.2744957,429523608.84211165,998643580.4465727,1670406560.8857903,265339895.98264286,325859069.76975507,591198965.7523979,192404697.63613743,0.0,0,0.005289632401026131,1
Housing Finance NBFC Co 14,LIVE014,Housing Finance NBFC,2024,0,0,1936892716.6297743,1395677593.2358694,285951513.4780831,56509447.61958296,147957013.23337525,311344961.1651806,501594448.9714193,1125447523.6914587,1917796468.1208272,299009556.4513114,161132230.66523188,460141787.1165433,116867744.15593691,0.01456829168943886,0,0.050726394096878444,4
Housing Finance NBFC Co 14,LIVE014,Housing Finance NBFC,2025,0,0,2196308276.9589005,1506244434.0086992,246678543.65812355,77079918.79901525,267955964.6919858,393695180.2000243,625302268.8709068,1269026363.2501476,2186779179.092034,294209411.2210082,449450159.4878772,743659570.7088854,254586888.05175754,0.03472953572189574,0,0.0,0
Housing Finance NBFC Co 14,LIVE014,Housing Finance NBFC,2026,0,0,2483555580.1623845,1826933567.5577035,279983109.45302796,71344999.70098475,184590987.80745745,354609929.7393102,725028474.08956,1431274933.1557713,2663078532.319891,277574618.3410997,484203163.7076649,761777782.0487646,158390822.3344233,0.0009186958677473329,0,0.0441559906795738,0
FMCG Beverages Co 15,LIVE015,FMCG Beverages,2022,0,0,3358462493.2343407,2483968127.0446544,460424098.55137867,87316469.94860655,232532018.77879283,589638653.0554535,950026110.8610659,2015077495.9406042,3530631617.986073,393545447.87677985,976533672.7432001,1370079120.6199799,239647698.92136377,0.01743345883600247,0,0.08750609060684723,7
FMCG Beverages Co 15,LIVE015,FMCG Beverages,2023,0,0,3625530861.928616,2324637680.6157913,346020674.10410136,91970053.91236354,650840671.4424495,621868145.4742477,1014892129.7512457,2256806363.915253,3804390850.35644,387890933.7628642,632629784.0422373,1020520717.8051014,581209203.20667,0.011204903713410574,0,0.16408164386380308,2
FMCG Beverages Co 15,LIVE015,FMCG Beverages,2024,0,0,4045893341.5783324,2724493362.49082,445932095.553833,117614995.83710465,488301516.3682254,561672844.223883,784214474.2376091,2526805221.9116273,3772814849.9387283,592719788.2113307,746180498.318278,1338900286.5296087,514301179.918719,0.024109825769008754,0,0.08912794128575796,0
FMCG Beverages Co 15,LIVE015,FMCG Beverages,2025,0,0,4550207408.083794,3113622620.2614536,612340907.0952791,123386898.33764775,496190636.808556,678021617.1374476,1030865773.1841848,2830119748.973166,4381875748.132156,553897252.1238819,948020980.2988201,1501918232.422702,439921593.2479568,0.02026585341326099,0,0.07852685180692427,3
FMCG Beverages Co 15,LIVE015,FMCG Beverages,2026,0,0,5126713582.946417,3350018161.334398,746139929.5054085,128134735.54438822,689611271.5097626,927409446.0726573,1447051763.5519953,3171359020.5896816,5324028667.081491,429854749.0564154,1019135014.8840166,1448989763.940432,569101247.4806658,0.029672992358427724,0,0.12583963285696242,0
Jewellery Retail Co 16,LIVE016,Jewellery Retail,2022,0,0,2351276386.5051255,1679909325.7529883,329147484.79509306,71683520.88323629,194728849.6237239,373873691.35126644,603569934.2505112,1410765831.9030752,2308053183.5721602,313287899.9446781,536651101.08642083,849939001.031099,194238984.9767554,0.035369656539176446,0,0.12246724006181518,0
Jewellery Retail Co 16,LIVE016,Jewellery Retail,2023,0,0,2550807136.8107023,1757017460.279521,274283154.6436858,76822088.63945845,287750427.3599649,426683618.640506,670641327.2015488,1580629163.7007027,2725232284.575488,195360430.84573582,270601586.11639,465962016.9621258,291683139.04389226,0.020604684481173682,0,0.06252231501303804,0
Jewellery Retail Co 16,LIVE016,Jewellery Retail,2024,0,0,2910419386.581555,2039322165.8815224,465871378.97439945,99306414.35678177,210621037.06636062,442699652.30305964,609804414.6692901,1773569007.9408016,2842431580.871804,398464534.988843,344556809.42527384,743021344.4141169,188945320.26977292,0.00842535367766578,0,0.0017324402595618252,2
Jewellery Retail Co 16,LIVE016,Jewellery Retail,2025,0,0,3226079018.929757,2459988695.0274386,426763181.73422104,108942350.69002709,153769147.33586344,451882138.56041867,854038821.693527,1988080029.1255136,3057169831.7455444,364706722.498283,431060827.28079087,795767549.779074,155978137.10878697,0.013248860478565386,0,0.07019770103678058,3
Jewellery Retail Co 16,LIVE016,Jewellery Retail,2026,0,0,3805437392.947865,2454176900.891334,441206829.93254834,121318188.3162829,477774325.341221,550988606.7092888,888854048.7186608,2237994299.6466722,3695124079.5946183,337703316.5815616,781291498.0481675,1118994814.629729,490864052.74113053,0.022929338234972917,0,0.0,1
Textiles/Plastics Co 17,LIVE017,Textiles/Plastics,2022,0,0,1573321988.8343875,1013557870.1153576,203542326.44719163,52375008.03005676,247798378.8515655,226624988.28324348,397418416.76880956,943993193.3006325,1598130135.5777578,172224780.49999666,237130787.6739885,409355568.1739851,281198516.1644474,0.02326843470388023,0,0.013385730929896221,4
Textiles/Plastics Co 17,LIVE017,Textiles/Plastics,2023,0,0,1678749287.5105183,1180621321.6199274,192959423.5446484,55082054.54088029,153904696.75145727,370092282.7823697,553619119.8987626,1056250453.4751774,1842734992.465138,184423861.93702754,330739607.1085153,515163469.04554284,143082577.99779385,0.016221934672417282,0,0.09581557205372834,0
Textiles/Plastics Co 17,LIVE017,Textiles/Plastics,2024,0,0,1922271587.1696255,1295880164.867357,216075378.07410082,61291127.70653236,217669600.1707746,438650288.9195653,572642046.2957796,1184051546.437914,2092848207.1261551,246237419.09801885,250590188.84960297,496827607.9476218,206363016.01738873,0.023645344890332626,0,0.07780376369115755,2
Textiles/Plastics Co 17,LIVE017,Textiles/Plastics,2025,0,0,2154489332.9175515,1489318883.6120417,322036320.4596077,77842064.89101534,142368257.18126768,337623515.6168611,477574895.20540977,1327297559.476929,2134133346.4490635,312347425.95123255,310882634.1732096,623230060.1244421,139081269.55063784,0.010841765227035623,0,0.016404398816016158,6
Textiles/Plastics Co 17,LIVE017,Textiles/Plastics,2026,0,0,2426986694.7047725,1738394104.6089234,313674074.5836759,50102493.488290444,251120424.07811537,379459377.3548056,650094921.264353,1488465820.9964755,2399960356.586766,348638130.890834,441114540.45089835,789752671.3417323,234464721.02137935,0.015083443850345156,0,0.020967429862720766,4
