company,ticker,sector,fiscal_year,is_fraud_case,label,DSRI,GMI,AQI,SGI,DEPI,SGAI,TATA,LVGI,beneish_m_score,cfo_to_ni,cfo_divergence,related_party_pct_revenue,related_party_yoy_change,auditor_changed,promoter_pledge_pct,results_filing_delay_days
FMCG Beverages Peer 3 (matched to Manpasand Beverages),MANPASAND_PEER3,FMCG Beverages,2016,0,0,0.9984839968681485,1.0770045896509932,1.1811310098494576,1.0884673518855368,0.9741592191838602,1.4890141092005689,0.0072098776327513235,1.3747568870949294,-2.464539094897251,0.9076582154640085,0.0072098776327513235,0.0207327531458569,0.0018644372431458993,0,0.0518761616169799,1
FMCG Beverages Peer 3 (matched to Manpasand Beverages),MANPASAND_PEER3,FMCG Beverages,2017,0,0,0.8041027960983747,0.9445442316519362,0.7754138464384295,1.119917902434075,1.42826134213708,1.0573968347930647,-0.007404583111991737,1.1630582434316308,-2.721860401566748,1.0681914931979735,-0.007404583111991737,0.0250658315419025,0.0043330783960456,0,0.0,4
FMCG Beverages Peer 3 (matched to Manpasand Beverages),MANPASAND_PEER3,FMCG Beverages,2018,0,0,1.0895437530601764,1.0806277801757296,1.021228072411458,1.104344179914248,0.7417826855874857,0.9373237517902865,-2.7650958084013585e-05,1.1904876508019162,-2.3347306466245845,1.0003037034888242,-2.7650958084013585e-05,0.0370994395401207,0.012033607998218204,0,0.1633822101949627,0
Financial Services Peer 1 (matched to Religare Enterprises),RELIGARE_PEER1,Financial Services,2015,0,0,0.8283315789472263,1.0208211299299312,0.8761496061839376,1.1202677799617233,1.2027470954726789,1.1249723256079314,0.004412565531902121,0.9423143685604759,-2.5283678185620917,0.9563738191414051,0.004412565531902121,0.013667457977264,-0.0064280648853044,0,0.0780770577309822,2
Financial Services Peer 1 (matched to Religare Enterprises),RELIGARE_PEER1,Financial Services,2016,0,0,1.6006193710157413,1.0612626514484282,1.3020453528888938,1.144129306514763,1.0227412893582348,0.7629341681070506,0.013668639814968846,0.7037538739858553,-1.440275214459817,0.8442170883279853,0.013668639814968846,0.0328279285610271,0.0191604705837631,0,0.010512195993761,0
Financial Services Peer 1 (matched to Religare Enterprises),RELIGARE_PEER1,Financial Services,2017,0,0,0.6831027835035058,0.9712599905808342,1.0862648738435365,1.1387637218435334,1.2836417525038155,0.9976011005932031,0.0002673910440544097,1.4678752581376944,-2.746804589712861,0.9977556717847106,0.0002673910440544097,0.0185796039176706,-0.0142483246433565,0,0.0360873115771413,3
Financial Services Peer 1 (matched to Religare Enterprises),RELIGARE_PEER1,Financial Services,2018,0,0,1.2080410451993833,0.9218379400654625,0.941183739769758,1.1349316426500788,0.7881348857431966,1.185293910656244,-0.000614123715033758,1.050690079300955,-2.308958731517612,1.0057129512658216,-0.000614123715033758,0.0293510876102278,0.010771483692557201,0,0.0955614002595323,1
Financial Services Peer 2 (matched to Religare Enterprises),RELIGARE_PEER2,Financial Services,2015,0,0,1.2310828207526037,0.7237864966011955,0.6832988203659345,1.1191384272692928,1.9767855339342422,0.8406247251100285,0.012177560206509178,1.264529767163243,-2.3246998801227368,0.9318063495395474,0.012177560206509178,0.0150327529720629,0.0026088702174854005,0,0.0400584198510564,0
Financial Services Peer 2 (matched to Religare Enterprises),RELIGARE_PEER2,Financial Services,2016,0,0,0.9237552526148258,1.2310914991364659,1.3609328650296804,1.135295047702632,0.7802633292560003,0.7479199661837477,-0.003301632828735941,1.0033842590900253,-2.160095740074826,1.0242036621850834,-0.003301632828735941,0.0275042355440357,0.0124714825719728,0,0.0280268243326554,0
Financial Services Peer 2 (matched to Religare Enterprises),RELIGARE_PEER2,Financial Services,2017,0,0,0.9848177602255325,0.9977610640333902,0.5536799098396383,1.1212835156333953,0.7950238241451084,1.5536825170824118,0.012128968400457121,0.6789753383213717,-2.5243573849095147,0.8743794758501298,0.012128968400457121,0.033516813728601,0.006012578184565298,0,0.1412439508903557,0
Financial Services Peer 2 (matched to Religare Enterprises),RELIGARE_PEER2,Financial Services,2018,0,0,1.128704270485484,1.0775291095855957,1.670293716010195,1.1198802682993667,0.9191054016755577,0.923088932949242,0.014800586696622398,1.1533351531755034,-1.9198876659104798,0.8172322529338876,0.014800586696622398,0.0094456621904429,-0.0240711515381581,0,0.0919600677576131,1
Financial Services Peer 3 (matched to Religare Enterprises),RELIGARE_PEER3,Financial Services,2015,0,0,0.9278390019851622,0.7603183185863012,1.2428499415667544,1.0800500150407633,0.8888567688524488,1.3464560928099847,0.010476865389410289,0.886424471375763,-2.4896355246788633,0.8599821191696132,0.010476865389410289,0.0103250992262476,-0.009046833542312801,0,0.157172341238849,1
Financial Services Peer 3 (matched to Religare Enterprises),RELIGARE_PEER3,Financial Services,2016,0,0,1.0013532334900566,1.051431112284123,0.6524338642946339,1.1011737570703488,1.1600601899895358,1.0678697559689168,-0.006785247754643394,1.009849524066375,-2.5300047702128854,1.0980370587075003,-0.006785247754643394,0.0208599906500521,0.010534891423804501,0,0.0,1
Financial Services Peer 3 (matched to Religare Enterprises),RELIGARE_PEER3,Financial Services,2017,0,0,0.8652401543149811,0.7241434131212754,1.3823010640159683,1.1220445266840278,1.197241659548328,0.9240041186343834,0.007571157776740168,0.6714833744462582,-2.3077135220011953,0.9508268450545884,0.007571157776740168,0.0159182682401104,-0.004941722409941701,0,0.0697405635573045,0
Financial Services Peer 3 (matched to Religare Enterprises),RELIGARE_PEER3,Financial Services,2018,0,0,1.2664951892061251,1.1890394700008193,0.9789222955479723,1.1493166482584705,0.6757004201027748,0.7014249951306738,0.013637191880488266,1.439040079018435,-2.0760337640028763,0.8678881236707846,0.013637191880488266,0.0150986165176062,-0.0008196517225041999,0,0.0,0
Fortis Healthcare,FORTIS,Healthcare,2014,1,0,1.016447384868307,1.1512502109009597,1.307416322081611,1.0938480143686757,1.6826216747418716,1.2025244380497935,0.004590346042041782,0.8339699278166979,-2.0576623196422164,0.9315152256080409,0.004590346042041782,0.003817727304816,-0.004027244106727,0,0.1723158929455162,0
Fortis Healthcare,FORTIS,Healthcare,2015,1,1,1.1581582416071252,0.9258945535840191,0.7556104153817346,1.0984437948513874,1.012292413334028,0.6844334874250173,0.008004272097657675,1.1676725082726815,-2.346229473971341,0.938449023348262,0.008004272097657675,0.0526504737408268,0.0488327464360108,0,0.0697586571407743,2
Fortis Healthcare,FORTIS,Healthcare,2016,1,1,0.9992028081859938,0.8023989554024205,1.592090759183432,1.1629354961777503,0.9070581103470211,1.2618963199022162,0.13863489881615737,1.2121456219423026,-1.6769570498633535,0.13574331222374372,0.13863489881615737,0.1310644512307817,0.0784139774899549,1,0.3118559639679421,13
Fortis Healthcare,FORTIS,Healthcare,2017,1,0,0.9720861020296399,1.283669442168428,0.6770797312944414,0.990369145861541,0.8258369343374815,0.8518476928949009,0.01103401989460921,0.9249173606624741,-2.413320184695217,0.8956969460926256,0.01103401989460921,0.0301166041370664,-0.10094784709371529,0,0.03771396131689,0
Healthcare Peer 1 (matched to Fortis Healthcare),FORTIS_PEER1,Healthcare,2014,0,0,0.7044853026929556,1.1808826992797115,0.8614141502935782,1.1201281804118142,0.9233909228630621,1.054934692775096,0.006611065823952813,0.8372875116943882,-2.5393204530187026,0.9364856674940211,0.006611065823952813,0.0219639460501018,0.003094349758815701,0,0.0,0
Healthcare Peer 1 (matched to Fortis Healthcare),FORTIS_PEER1,Healthcare,2015,0,0,1.2361413927697633,0.9142140929080894,1.1383841448096341,1.145808736089047,1.1457689451585376,1.0982094418816055,0.0058656808674704625,0.9139111732007761,-2.0666083186699877,0.9474916239458798,0.0058656808674704625,0.0055655320306316,-0.0163984140194702,0,0.0018684762457024,1
Healthcare Peer 1 (matched to Fortis Healthcare),FORTIS_PEER1,Healthcare,2016,0,0,0.9897757836241383,1.0765171465245298,0.9133217490018117,1.1209328502614753,0.9130135974257033,0.8239347833967852,-0.002084473641242315,1.109315992496559,-2.401370937424911,1.0192653602543855,-0.002084473641242315,0.0271346046244448,0.0215690725938132,0,0.0794367811440573,1
Healthcare Peer 1 (matched to Fortis Healthcare),FORTIS_PEER1,Healthcare,2017,0,0,1.0651189993010433,0.9599600165529489,1.14386769635781,1.199553266656577,1.0254880983437709,1.2999181027361852,0.006369025984934819,0.6049103691496672,-2.0947673692063824,0.9324324808592992,0.006369025984934819,0.0184268216715153,-0.0087077829529295,0,0.041985352858849,6
Healthcare Peer 2 (matched to Fortis Healthcare),FORTIS_PEER2,Healthcare,2014,0,0,0.9346446023665568,1.0765723616410785,1.2683305233693187,1.0770150971518155,1.6471123852502358,0.9218137773234193,-0.007378170912411596,1.0567572207889615,-2.287809879068669,1.098032985790002,-0.007378170912411596,0.0164832062038948,-0.026282180691536098,0,0.0887876150224954,0
Healthcare Peer 2 (matched to Fortis Healthcare),FORTIS_PEER2,Healthcare,2015,0,0,1.2053933494105653,0.7817192881840607,0.7514455605091116,1.0055121680672263,0.783171437494252,1.1399290536731166,0.010805262046323871,1.3571630011322593,-2.617027036194885,0.8934899598307365,0.010805262046323871,0.0126642365649895,-0.0038189696389053004,0,0.0177201698771163,4
Healthcare Peer 2 (matched to Fortis Healthcare),FORTIS_PEER2,Healthcare,2016,0,0,0.7567767953885653,1.252939090451483,0.9477425478799616,1.0907633333530344,0.9126195863777817,0.8511064021251806,0.0015158375318373321,0.7756584434417833,-2.4143513817158073,0.9779817454172047,0.0015158375318373321,0.0192868393287406,0.0066226027637511006,0,0.0,0
Healthcare Peer 2 (matched to Fortis Healthcare),FORTIS_PEER2,Healthcare,2017,0,0,1.4883716280811696,0.7906629390358563,1.0396308517884227,1.09417425783496,1.3520792854856538,0.9756076599326996,0.004803493213884259,0.7973590212357371,-1.9077900231169802,0.9575456125104878,0.004803493213884259,0.0399442849468107,0.020657445618070102,0,0.0441900357820123,0
Healthcare Peer 3 (matched to Fortis Healthcare),FORTIS_PEER3,Healthcare,2014,0,0,0.9408444836444028,0.8534361261583862,1.434491560913467,1.1681807216383615,1.1564050927340275,1.038649253677968,-0.005060094323608915,0.7173069680920922,-2.2061536519995393,1.0463606041284925,-0.005060094323608915,0.0207921504780413,0.01103477382163,0,0.0,9
Healthcare Peer 3 (matched to Fortis Healthcare),FORTIS_PEER3,Healthcare,2015,0,0,1.3515167402704242,1.1093625644794938,1.0097627779289737,1.1250427838528307,0.953305358312119,0.9662906501883198,-0.004470811117285682,1.1380311961492662,-2.0490058414110934,1.052202415339222,-0.004470811117285682,0.0115686734198825,-0.0092234770581588,0,0.0641643399075322,0
Healthcare Peer 3 (matched to Fortis Healthcare),FORTIS_PEER3,Healthcare,2016,0,0,0.9998424950398525,1.2527806808020285,0.8144055083087662,1.0764457556194993,1.2709547428594477,0.9896554978042853,-0.0018524086732782518,1.308858002591954,-2.4301922029538674,1.0397702415867924,-0.0018524086732782518,0.016564642811743,0.0049959693918605,0,0.0517088857862287,2
Healthcare Peer 3 (matched to Fortis Healthcare),FORTIS_PEER3,Healthcare,2017,0,0,0.8376821060249166,0.7541438716748387,0.9814533430982183,1.082590287712839,0.9164667871870712,0.9285617534571928,-0.025218396688647636,1.0392288284854747,-2.821110457050285,1.2116820897771672,-0.025218396688647636,0.0080751807321752,-0.0084894620795678,0,0.0155327373891329,3
Housing Finance NBFC Peer 1 (matched to DHFL),DHFL_PEER1,Housing Finance NBFC,2015,0,0,0.8308145330941803,1.0548689360310979,1.0680331776780727,1.1525540613093743,1.407019004831075,0.9330481609674082,0.024484310297500186,0.6799833170526675,-2.16558575978407,0.712837692972668,0.024484310297500186,0.0145650449206736,-0.009100269151698698,0,0.1710207506123701,3
Housing Finance NBFC Peer 1 (matched to DHFL),DHFL_PEER1,Housing Finance NBFC,2016,0,0,1.2165985171626696,1.0265771041424656,0.8796324821863795,1.064322470954304,0.9892716546961213,0.9321658540481343,-0.0018180350483051483,1.2803232813477305,-2.3476880719265387,1.0218252326728439,-0.0018180350483051483,0.0362893694762399,0.021724324555566298,0,0.0014925240174293,0
Housing Finance NBFC Peer 1 (matched to DHFL),DHFL_PEER1,Housing Finance NBFC,2017,0,0,1.305499240251535,0.8327988107274649,0.8299349902000944,1.1102535624944905,0.6185025936974419,0.8984661945522714,0.001544228105423819,0.9219674300095249,-2.2512493066141843,0.986186716051451,0.001544228105423819,0.0043424092781948,-0.0319469601980451,0,0.081873545132556,0
Housing Finance NBFC Peer 1 (matched to DHFL),DHFL_PEER1,Housing Finance NBFC,2018,0,0,0.7982959284315846,1.0168617540774407,1.1459529366501098,1.2139069490638332,1.3011243065234614,0.6207528362568638,0.01872605458674796,1.220873849837405,-2.2916414867898904,0.8693171166445514,0.01872605458674796,0.0270684964089905,0.0227260871307957,0,0.0831332985192742,3
Housing Finance NBFC Peer 2 (matched to DHFL),DHFL_PEER2,Housing Finance NBFC,2015,0,0,0.7853306625010293,1.081221938179842,1.4032780466245773,1.1218567200323462,0.7696548219790161,1.19410897771956,0.015714323239718043,0.8732246192183523,-2.307883653720852,0.75720624273601,0.015714323239718043,0.0084365233973466,-0.0050343151560062,0,0.0353110539923935,0
Housing Finance NBFC Peer 2 (matched to DHFL),DHFL_PEER2,Housing Finance NBFC,2016,0,0,1.4684271170417855,0.7981665373732045,0.8833824859109646,1.1914029321092428,1.2190055791118606,1.3481574363969224,0.013437708970870337,0.8372170414381506,-1.9505895505770106,0.8475144634523334,0.013437708970870337,0.0157639339353916,0.007327410538044999,0,0.0239705793572294,4
Housing Finance NBFC Peer 2 (matched to DHFL),DHFL_PEER2,Housing Finance NBFC,2017,0,0,0.9278567342493034,1.0461582180762092,1.0479241918240658,1.1065162331578997,0.7641012728890475,0.5283082756920983,0.0008266353172474027,0.8718331550538582,-2.3078454039626446,0.9930427551942599,0.0008266353172474027,0.009656919483256,-0.006107014452135599,0,0.0617638055794131,0
Housing Finance NBFC Peer 2 (matched to DHFL),DHFL_PEER2,Housing Finance NBFC,2018,0,0,1.2155125482556737,0.9804081833939651,0.8639901192660869,1.0977166712666169,1.3929327319668907,1.2291963217856294,0.0015551828290647266,1.2029135945030502,-2.3131682039356845,0.9876909034719942,0.0015551828290647266,0.0146654765283527,0.005008557045096701,0,0.0294180838891895,6
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,2015,0,0,1.1268510650567958,0.9750685393930819,1.4321696575299934,1.0134887867628204,1.1146021641966057,1.0834648636521005,0.0024354395224889156,0.6195623712349674,-2.055210473447307,0.9641916891709552,0.0024354395224889156,0.032125188368316,0.015498439989001103,0,0.0338104147856699,0
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,2016,0,0,0.6603657300832058,0.8283877224317896,0.8801641669202053,1.1744374798004757,0.9469499105114186,0.8269392955163336,0.0032260393106946206,1.1338213796505767,-2.7808895277926733,0.9717895804219391,0.0032260393106946206,0.0128612517596351,-0.0192639366086809,0,0.0,4
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,2017,0,0,1.3810000052946176,0.9645472008419502,1.3168638596408304,1.21197311810428,0.8268010449617386,1.6444288018726572,0.006449197910657236,0.9143010474133293,-1.9036663316721785,0.9116717463270417,0.006449197910657236,0.0279080172117898,0.015046765452154701,0,0.1249187220148366,0
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,2018,0,0,0.8135961559109623,1.080846585589366,0.500467207422971,1.0937892293820266,1.1385361888293657,0.7532359297199126,0.00699836424979945,0.941712724881329,-2.6167754278709117,0.9339116276384936,0.00699836424979945,0.0311296589166026,0.003221641704812799,0,0.0377469674404648,0
IL&FS,ILFS,Infrastructure Finance,2014,1,0,1.0975726277978657,1.266761471289912,1.04009965703146,1.151966944857654,1.1452584706271807,0.6774534308278397,0.0005584049368264289,1.0369355454039308,-2.0349107619590896,0.9938991055091301,0.0005584049368264289,0.0181232900907154,0.0083460929071887,0,0.0639071863227313,2
IL&FS,ILFS,Infrastructure Finance,2015,1,0,1.047951709886865,0.716220890278786,0.795765562776798,1.070961647355404,1.2047497201287802,1.511539450917018,-0.009058948552840373,1.1012292113424649,-2.744860060164682,1.0938075617947454,-0.009058948552840373,0.0251629757210145,0.007039685630299098,0,0.0314141651707152,0
IL&FS,ILFS,Infrastructure Finance,2016,1,1,1.0568455090449023,1.049838204787392,1.6354108601125543,1.1037627306214421,0.9897122496701474,0.8082762218699865,0.04789759462771045,0.9235792499343434,-1.771229387266192,0.597380696475293,0.04789759462771045,0.0337843099631974,0.008621334242182904,0,0.0870007118152167,3
IL&FS,ILFS,Infrastructure Finance,2017,1,1,1.1020422541969042,0.9990691670550135,1.3541462269685358,1.196694954849352,0.9940993007601586,0.9514201640233728,0.008775391877026435,1.0375298534389263,-2.0316206826194145,0.9320281069018052,0.008775391877026435,0.0914196178695994,0.057635307906402,0,0.3243263576350538,13
IT Services Peer 1 (matched to Satyam Computer Services),SATYAM_PEER1,IT Services,2005,0,0,0.9432070850963102,0.8997011246561446,0.536857955577674,1.0624494778270859,1.0364065044926498,0.8120242092648959,-0.010428255711180664,0.8109748674137157,-2.6670757457116157,1.0914343930863906,-0.010428255711180664,0.0213027452147288,0.0213027452147288,0,0.0991369755511528,0
IT Services Peer 1 (matched to Satyam Computer Services),SATYAM_PEER1,IT Services,2006,0,0,1.1271620464106111,1.0873036411617463,1.5882696348409386,1.0844099386900101,1.1366513737165995,0.9344791563606857,0.005295469734582764,0.9948671521346667,-1.9505195597581588,0.9467389979091652,0.005295469734582764,0.013452123045706,-0.007850622169022799,0,0.072303610074104,0
IT Services Peer 1 (matched to Satyam Computer Services),SATYAM_PEER1,IT Services,2007,0,0,0.8917091475948609,1.0046341657618156,1.0255122740753475,1.072936962343779,0.8905291297047254,0.9378693015677664,-0.0035779484889672027,0.9360264993697986,-2.499538571780812,1.0385030968047908,-0.0035779484889672027,0.0242875643846161,0.0108354413389101,0,0.1267877995997996,2
IT Services Peer 1 (matched to Satyam Computer Services),SATYAM_PEER1,IT Services,2008,0,0,0.9664335928266662,0.9998704657244263,0.6423357676903129,1.0944076078737692,0.8270679374474935,0.9808935975866424,0.007641298123578197,1.1262699644006895,-2.5933717827439247,0.9184315901712328,0.007641298123578197,0.0199487813327992,-0.0043387830518169,0,0.0418278550737743,3
IT Services Peer 2 (matched to Satyam Computer Services),SATYAM_PEER2,IT Services,2005,0,0,1.2329506340612688,0.9366445878991764,1.311065061631427,1.1136233962760698,0.8427827111743141,1.305637464119804,0.01277020112140721,0.7545607355074754,-2.0027539413829567,0.8329246398530397,0.01277020112140721,0.0140929298603651,-0.0192810512140623,0,0.065780250179517,5
