company,ticker,sector,risk_score_real_model,DSRI,GMI,AQI,SGI,DEPI,SGAI,TATA,LVGI
Infrastructure Finance Peer 2 (matched to IL&FS),ILFS_PEER2,Infrastructure Finance,0.0027690033534928334,1.02677424017763,1.210359688150577,1.0775498126119554,1.112796783239793,0.92911209070417,0.8867837765877166,0.0110940785043662,0.6937360528129691
Healthcare Peer 1 (matched to Fortis Healthcare),FORTIS_PEER1,Healthcare,0.0024622451565986473,1.0651189993010433,0.9599600165529488,1.14386769635781,1.199553266656577,1.0254880983437709,1.2999181027361852,0.0063690259849348,0.6049103691496672
Religare Enterprises,RELIGARE,Financial Services,0.002209248876237332,0.854023552513015,1.3636660677045198,1.0223395656628405,1.119067430401349,0.7356381009702896,1.5544812677002178,-0.0041850693745628,0.7076423772020229
Textiles/Plastics Peer 1 (matched to Sintex Industries),SINTEX_PEER1,Textiles/Plastics,0.0019095098009031524,0.8767812061022991,0.982258564036844,1.2940959837499528,1.1475768168719274,0.9806621815014696,0.5978911175844915,0.0210526813128422,1.767352751424496
Housing Finance NBFC Peer 1 (matched to DHFL),DHFL_PEER1,Housing Finance NBFC,0.0016211397364055463,0.7982959284315846,1.0168617540774407,1.1459529366501098,1.2139069490638332,1.3011243065234614,0.6207528362568638,0.0187260545867479,1.220873849837405
Aviation Peer 3 (matched to Kingfisher Airlines),KFAIRLINES_PEER3,Aviation,0.0015704603245232187,1.0056228295732952,1.0477304991416636,0.6897777138849461,1.1026680977429095,1.2478300713089407,1.3912904310586962,0.0065520868782916,0.8805844306245684
Jewellery Retail Peer 3 (matched to PC Jeweller),PCJEWELLER_PEER3,Jewellery Retail,0.001401541587559427,0.6976659341757045,1.1398658895359706,1.4307179566989483,1.0942545011481182,1.0520320434808503,0.8590379276447097,0.0022756922790542,0.8344638237377626
Private Banking Peer 2 (matched to Yes Bank),YESBANK_PEER2,Private Banking,0.0013944915669916983,0.8057321402315144,1.083414059336402,0.7381072942424075,1.0907107008518833,1.2984486902956582,0.944059992937518,0.0029954155055895,1.1107202439963937
IT Services Peer 3 (matched to Satyam Computer Services),SATYAM_PEER3,IT Services,0.0012796260565951516,1.1821971406411254,1.04255809872855,0.9755294598003744,1.1292057361356644,1.0116574027429543,0.9149259398611764,0.0001909770773877,0.8298444980114027
Infrastructure Finance Peer 1 (matched to IL&FS),ILFS_PEER1,Infrastructure Finance,0.0012796260565951516,1.0113649958513329,1.0895299135655552,1.0445275777927956,1.0948077395284042,1.075286484004047,0.9417270003083172,0.0017515150055558,0.7980362331501276
Satyam Computer Services,SATYAM,IT Services,0.0011495784785911527,1.247937063862581,1.122203831861023,0.8295700971346092,1.004451832118577,1.023575321983114,0.7526748375098916,0.0513337296544124,1.0204008503201432
Housing Finance NBFC Peer 2 (matched to DHFL),DHFL_PEER2,Housing Finance NBFC,0.0011450062494861625,1.2155125482556737,0.9804081833939652,0.8639901192660869,1.0977166712666169,1.3929327319668907,1.2291963217856294,0.0015551828290647,1.2029135945030502
Office Equipment/IT Services Peer 3 (matched to Ricoh India),RICOH_PEER3,Office Equipment/IT Services,0.0010654623981453109,0.8677237240701499,0.9656862408152136,0.6994141103261495,1.0794624273075737,1.0578925615248165,0.7746738530469164,0.0026974884037322,0.8797110913669293
Financial Services Peer 2 (matched to Religare Enterprises),RELIGARE_PEER2,Financial Services,0.0010590784590138779,1.128704270485484,1.0775291095855957,1.670293716010195,1.1198802682993667,0.9191054016755577,0.923088932949242,0.0148005866966223,1.1533351531755034
Manpasand Beverages,MANPASAND,FMCG Beverages,0.001031481842570101,0.8898423681203435,1.2155146206668923,1.1716284796663197,1.082793143759056,1.5794946536825611,0.8317284402091115,0.0112250531353778,0.8318669032197252
Healthcare Peer 3 (matched to Fortis Healthcare),FORTIS_PEER3,Healthcare,0.0009889979680603417,0.8376821060249166,0.7541438716748387,0.9814533430982184,1.082590287712839,0.9164667871870712,0.9285617534571928,-0.0252183966886476,1.0392288284854747
Jewellery Retail Peer 1 (matched to PC Jeweller),PCJEWELLER_PEER1,Jewellery Retail,0.0008042277151245354,0.6322899038338717,1.1656811463957466,1.6977216333263574,1.1664526794350685,1.4437989252115984,1.1037441019293353,0.004694889998424,0.9935074982579328
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,0.0007896049576620717,0.8135961559109623,1.080846585589366,0.500467207422971,1.0937892293820266,1.1385361888293657,0.7532359297199126,0.0069983642497994,0.941712724881329
Textiles/Plastics Peer 3 (matched to Sintex Industries),SINTEX_PEER3,Textiles/Plastics,0.0007815069663824744,1.166001734368649,1.0420483788133328,0.8370321717823097,1.0761559145529067,0.9517635872088808,1.0729424340956362,0.0053585407339134,0.90251125035227
Private Banking Peer 1 (matched to Yes Bank),YESBANK_PEER1,Private Banking,0.0007535140075094653,1.113261955481669,1.047189453614335,0.9493430660672127,1.1353143165842925,1.173659008032632,1.1713604575035597,-0.0046729596838171,1.1206254127442186
Retail/E-Governance Peer 3 (matched to Vakrangee),VAKRANGEE_PEER3,Retail/E-Governance,0.0007390396325691669,1.176200498066201,1.0891781491844386,0.9294777057673956,1.1521057767046226,1.145696854914397,1.112228005883221,-0.0033970081329113,0.91206907096581
Yes Bank,YESBANK,Private Banking,0.0006730950082609752,0.7822894202535782,0.9969690525815486,1.0483104014683498,1.105679747109794,0.6395698400827459,0.9918263633711916,0.0182219040293377,1.0454696788546691
Retail/E-Governance Peer 2 (matched to Vakrangee),VAKRANGEE_PEER2,Retail/E-Governance,0.0006692895382657031,1.1560610497729464,0.950501975003838,1.393685999481494,1.076362034453182,1.3575037926597613,1.092430214044478,0.0174925728669178,1.1983089045439166
Fortis Healthcare,FORTIS,Healthcare,0.0005861173671705791,0.97208610202964,1.283669442168428,0.6770797312944414,0.990369145861541,0.8258369343374815,0.8518476928949009,0.0110340198946092,0.924917360662474
PC Jeweller,PCJEWELLER,Jewellery Retail,0.0005385558172056995,1.2211677563453536,1.0173563776420789,1.27754099997993,1.117313227259196,0.8197936876220507,0.8051812940179565,0.1168252008923064,1.0341877203949297
Kingfisher Airlines,KFAIRLINES,Aviation,0.0005089309978525828,0.8125285099036494,0.8984041347319633,0.8534871406175961,1.06799297733309,1.2100098432190636,1.222527065791713,0.0071227547339162,0.9883426062637484
IT Services Peer 2 (matched to Satyam Computer Services),SATYAM_PEER2,IT Services,0.0005056553066005557,1.1908721242098166,1.2612248729689317,0.8544441584027652,1.1080512639227953,0.8810523665901736,1.1276271955382513,0.0065255747941786,1.0380252914732502
Private Banking Peer 3 (matched to Yes Bank),YESBANK_PEER3,Private Banking,0.0004732792017228215,0.9977220140201724,1.0881622346824713,0.7059635466787012,1.1264788632850702,1.7011880013161216,0.8646706591821385,0.0069399909090264,1.1268346553595254
Aviation Peer 1 (matched to Kingfisher Airlines),KFAIRLINES_PEER1,Aviation,0.000467925021029472,0.9253650075236562,1.007454989511784,1.2398447240070074,1.0802150657424576,0.9379691287354444,0.7710975263126969,0.0010137255534946,1.181901892138993
FMCG Beverages Peer 2 (matched to Manpasand Beverages),MANPASAND_PEER2,FMCG Beverages,0.0004636820555981536,0.9253731227809244,1.0482100746837255,0.8103343480725806,1.1131439482446015,1.1015956157393785,1.0381500711448637,0.0206817528540146,0.9576772320133082
Retail/E-Governance Peer 1 (matched to Vakrangee),VAKRANGEE_PEER1,Retail/E-Governance,0.00037841293834948856,0.8556112275044968,0.7111738951992022,1.653592346877703,1.0093561921690897,1.3265029420212275,0.6777985338886693,0.0209909703031596,0.742101517932878
Office Equipment/IT Services Peer 1 (matched to Ricoh India),RICOH_PEER1,Office Equipment/IT Services,0.00037145999355956403,1.2215370251114863,0.9669414868167898,1.4156178012704923,1.0645230967435826,0.8204949350192017,1.0150344792930572,0.0112377199897131,1.059258149040589
Financial Services Peer 1 (matched to Religare Enterprises),RELIGARE_PEER1,Financial Services,0.0003640810383959638,1.2080410451993833,0.9218379400654624,0.941183739769758,1.1349316426500788,0.7881348857431966,1.185293910656244,-0.0006141237150337,1.050690079300955
IT Services Peer 1 (matched to Satyam Computer Services),SATYAM_PEER1,IT Services,0.00027831910978897095,0.9664335928266662,0.9998704657244264,0.6423357676903129,1.0944076078737692,0.8270679374474935,0.9808935975866424,0.0076412981235781,1.1262699644006895
Infrastructure Finance Peer 3 (matched to IL&FS),ILFS_PEER3,Infrastructure Finance,0.000270227796057766,0.8956826023332096,0.7303610371644185,0.8764411069053624,1.139423323697135,0.7513741655489626,1.1848688147859243,0.0153000464906504,1.0378160522911175
Textiles/Plastics Peer 2 (matched to Sintex Industries),SINTEX_PEER2,Textiles/Plastics,0.0002383207670561935,0.816428701932874,0.8932086730526255,1.745278708825097,1.0988761482804836,0.8262293335963914,0.6484695750862082,-0.0030388858609502,0.8758008650231064
FMCG Beverages Peer 3 (matched to Manpasand Beverages),MANPASAND_PEER3,FMCG Beverages,0.00019923845005240807,1.0895437530601764,1.0806277801757296,1.021228072411458,1.104344179914248,0.7417826855874857,0.9373237517902864,-2.7650958084013585e-05,1.1904876508019162
