company,ticker,sector,fiscal_year,is_fraud_case,label,revenue,cogs,sga,depreciation,net_income,receivables,current_assets,ppe_net,total_assets,current_liabilities,long_term_debt,total_liabilities,cfo,related_party_pct_revenue,auditor_changed,promoter_pledge_pct,results_filing_delay_days
Housing Finance NBFC Peer 2 (matched to DHFL),DHFL_PEER2,Housing Finance NBFC,2016,0,0,2787469085.893357,1891487616.8132324,445844337.00364447,67225186.79471938,244346385.73356986,535813782.89746237,746414079.3348956,1587381375.3810482,2772741232.3659883,436032575.1634956,325553211.66847885,761585786.8319745,207087096.00150335,0.01576393393539162,0,0.02397057935722945,4
Housing Finance NBFC Peer 2 (matched to DHFL),DHFL_PEER2,Housing Finance NBFC,2017,0,0,3084379792.966811,2136704744.3790855,260632432.95515868,100480000.94796506,381924441.993061,550113869.6667206,891932957.0774233,1789221806.2908201,3214406383.0824437,397767747.6233395,371971537.8010702,769739285.4244096,379267300.15281963,0.00965691948325601,0,0.061763805579413175,0
Housing Finance NBFC Peer 2 (matched to DHFL),DHFL_PEER2,Housing Finance NBFC,2018,0,0,3385775119.257545,2324708190.8105345,351673764.2824194,79859691.14797796,450551445.13274485,734010548.5688027,1042749060.3907287,2012187216.4424222,3566063825.6318235,424502623.51858485,602724351.5427446,1027226975.0613295,445005563.9037734,0.014665476528352756,0,0.02941808388918954,6
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,2014,0,0,1179335944.43421,894060642.6994743,134197015.06613056,33692313.26868085,78707742.16443603,202363696.85587093,332668699.3152064,707601566.660526,1164298469.7503421,158012070.09047925,352356593.11802393,510368663.2085032,75855123.81685157,0.01662674837931494,0,0.04289983927962394,3
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,2015,0,0,1195243755.5104125,898727861.7369392,147358989.88520125,33523814.678575587,89313986.39094633,231109645.92334172,324249237.93985,788591801.4358625,1313185138.2618928,151064474.07734638,205576031.13520697,356640505.2125534,86115803.40487824,0.032125188368316,0,0.03381041478566997,0
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,2016,0,0,1403739063.9689047,983356953.5462362,143113356.66850927,39709385.17507577,160571273.6812682,179238995.73639345,333146823.102705,882436508.6773837,1404131371.7770162,96444051.24213362,335927481.04308283,432371532.28521645,156041490.67853597,0.012861251759635161,0,0.0,4
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,2017,0,0,1701294010.363177,1173075363.6038628,285225421.0957422,54613142.04206347,131750234.37118885,299998559.4716662,491397034.6849868,993974304.455864,1804452008.4861403,186416810.064728,321606807.2440477,508023617.30877566,120112966.24817875,0.02790801721178989,0,0.12491872201483661,0
Housing Finance NBFC Peer 3 (matched to DHFL),DHFL_PEER3,Housing Finance NBFC,2018,0,0,1860857064.5473974,1326313240.9491153,234991904.16271868,53539076.81895806,178999604.25591508,266969531.79053774,423935938.9958888,1116836386.8169098,1690365359.1574945,187438979.6082246,260725662.00914508,448164641.61736965,167169811.75728786,0.03112965891660264,0,0.037746967440464886,0
IL&FS,ILFS,Infrastructure Finance,2013,1,0,1722666198.5627341,1217315322.343824,229027943.64296922,51562441.622159116,160722447.1500233,275210235.3813498,440217883.9152611,1033599719.1376405,1669380306.9545097,152852931.56769574,391114858.14093065,543967789.7086264,148173850.73626584,0.009777197183526706,0,0.04519105315383339,5
IL&FS,ILFS,Infrastructure Finance,2014,1,0,1984454517.7678614,1524898778.0702765,178734313.93924677,50376504.68800699,173538608.75837526,347966846.13074684,501160348.16868484,1163830436.6001627,1896008921.6695127,255907861.19751933,384726216.901799,640634078.0993184,172479868.01624805,0.01812329009071548,0,0.06390718632273135,2
IL&FS,ILFS,Infrastructure Finance,2015,1,0,2125274679.4505422,1438103195.4596431,289335246.8885344,46544875.71535687,199405824.23277014,390528790.0492393,559674172.7815725,1305009083.6706946,2064894625.4455376,259242485.48347548,509083067.6266308,768325553.1101062,218111598.41171783,0.02516297572101451,0,0.031414165170715255,0
IL&FS,ILFS,Infrastructure Finance,2016,1,1,2345798983.5109406,1623331206.9371343,258129042.949335,52570237.0825738,295758978.24302804,455554444.2416304,633641589.1133093,1458241657.4012368,2486101332.5812387,302985544.0157618,551373412.8098975,854358956.8256593,176680704.41164112,0.033784309963197465,0,0.08700071181521678,3
IL&FS,ILFS,Infrastructure Finance,2017,1,1,2807205808.6582813,1941826742.046074,293895328.3420099,59166051.99205263,368843570.42186636,600789030.2871646,612333899.9267651,1631169083.5026727,2856965944.08579,361482375.5712624,657172846.0081989,1018655221.5794613,343772574.6831948,0.09141961786959948,0,0.3243263576350538,13
Infrastructure Finance Peer 1 (matched to IL&FS),ILFS_PEER1,Infrastructure Finance,2013,0,0,3005203113.6153426,2171519973.5468783,306870543.1874059,85253675.44171216,331776009.6904689,460641186.07693124,875663355.1770906,1803121868.1692054,3132773126.5707674,466028328.3090687,611940450.1951635,1077968778.5042322,318665756.6110892,0.023654744726428346,0,0.20894268396837679,4
Infrastructure Finance Peer 1 (matched to IL&FS),ILFS_PEER1,Infrastructure Finance,2014,0,0,3383369924.602042,2440147073.402697,471573955.9781404,95380031.11949319,246648940.33847165,543442668.7913966,900630168.669156,2026384020.4443836,3435939193.1752834,428780095.505952,760195687.7732453,1188975783.2791972,196096426.00775203,0.026665726686095337,0,0.0008990290084849722,0
Infrastructure Finance Peer 1 (matched to IL&FS),ILFS_PEER1,Infrastructure Finance,2015,0,0,3966857538.3525434,2783751549.337541,482685718.1238323,105250525.36643873,429445677.91937697,602411448.5863296,952694954.998656,2285518417.9753423,3827697851.7907734,498147202.39690894,572644086.4526993,1070791288.8496082,432856599.2574442,0.020630023683346998,0,0.0,0
Infrastructure Finance Peer 1 (matched to IL&FS),ILFS_PEER1,Infrastructure Finance,2016,0,0,4224262042.418535,2958544627.338297,488242968.02742565,124543492.97157636,443079518.17325014,755944332.3148638,1084498571.3948925,2565297072.6355295,4134913496.952694,414541715.6313389,886714970.7190627,1301256686.3504016,465054397.0391251,0.015686605617604897,0,0.0,0
Infrastructure Finance Peer 1 (matched to IL&FS),ILFS_PEER1,Infrastructure Finance,2017,0,0,4624754777.835876,3352906061.4010215,503383386.5966935,129299157.05952564,435865984.92533314,837019532.0024014,1236966724.498996,2873493723.7063894,4684533391.787821,599264212.0355297,577218350.6374105,1176482562.6729403,427660954.3955893,0.02102553183726267,0,0.04262787550409163,6
Infrastructure Finance Peer 2 (matched to IL&FS),ILFS_PEER2,Infrastructure Finance,2013,0,0,3783693769.9309664,2770751106.7326035,397154974.0340937,121022075.21654771,350184763.14391744,680111777.1031516,1146074251.9496746,2270216261.9585795,4146880359.639382,494106016.5969064,1112074859.3237066,1606180875.920613,279985368.8249977,0.016820934513715375,0,0.006649737183828684,2
Infrastructure Finance Peer 2 (matched to IL&FS),ILFS_PEER2,Infrastructure Finance,2014,0,0,4511721578.703857,3235551698.2942023,526413431.0245534,177810892.4706705,384069454.5276604,700916761.634812,1158920865.006587,2563908828.75253,4400402298.173364,581860856.6985301,1136471557.5096996,1718332414.2082295,415483078.9254096,0.02309620081909167,0,0.0794773443017801,0
Infrastructure Finance Peer 2 (matched to IL&FS),ILFS_PEER2,Infrastructure Finance,2015,0,0,4967327595.0012455,3490224693.52767,689493827.5242536,170527577.42011327,426144440.1695277,843528395.5260581,1459507443.008267,2889192473.3651686,5136919307.380203,560741910.2315202,1113643333.323745,1674385243.5552652,304928698.1881115,0.023828857363850493,0,0.0,0
Infrastructure Finance Peer 2 (matched to IL&FS),ILFS_PEER2,Infrastructure Finance,2016,0,0,5259999269.396543,3610710413.2510037,681435991.6303602,127228105.41058853,541694305.8205028,790679920.3346831,1552635031.3654246,3238868211.0359507,5580200180.0217085,674125312.1732415,1567164176.483063,2241289488.6563044,520287721.9494821,0.009976560193091987,0,0.0445136274152855,1
Infrastructure Finance Peer 2 (matched to IL&FS),ILFS_PEER2,Infrastructure Finance,2017,0,0,5853310266.828134,4336964876.511676,672447942.2241131,153877904.98607466,501104535.1763241,903423817.4544849,1476324528.444003,3628699770.708436,6022200911.209426,774605329.7747674,903416787.5198874,1678022117.2946548,434293765.4983007,0.031046792154025303,0,0.029383156389763472,0
Infrastructure Finance Peer 3 (matched to IL&FS),ILFS_PEER3,Infrastructure Finance,2013,0,0,2049300699.2082932,1411493576.9281325,271818485.83617365,47090172.75327893,222129365.15209258,352656468.2605873,545183360.4878759,1229580419.5249758,2052477418.5987368,281596688.2866661,562304360.173125,843901048.4597912,242909479.3805922,0.03314807871505905,0,0.04451329091849082,3
Infrastructure Finance Peer 3 (matched to IL&FS),ILFS_PEER3,Infrastructure Finance,2014,0,0,2312707138.820997,1565691895.2810988,283129838.8267708,70893310.51905571,283421047.4717162,336300600.13135433,548400217.6493018,1382103189.051775,2321390949.2029524,277663308.77705383,503766207.8971258,781429516.6741796,284443159.95525026,0.016251585371023905,0,0.0878124081814903,3
Infrastructure Finance Peer 3 (matched to IL&FS),ILFS_PEER3,Infrastructure Finance,2015,0,0,2425501079.9729147,1787701970.2570949,361026366.17019665,66692247.81532164,125469574.58774221,338549249.9971386,583630286.8094225,1544841338.7219741,2472370046.618728,274720403.57111657,571080638.1882273,845801041.7593439,122607617.2168914,0.023160478706442864,0,0.07049142286643464,3
Infrastructure Finance Peer 3 (matched to IL&FS),ILFS_PEER3,Infrastructure Finance,2016,0,0,2714570524.717576,2071865007.5743723,305962596.21257526,51845445.84774862,194243952.1611766,491094705.87051183,827030104.6747017,1726915105.119512,2977644203.575872,298583154.317758,667760699.4437863,966343853.7615442,176328169.88996053,0.01998607348556651,0,0.0993068158480384,0
Infrastructure Finance Peer 3 (matched to IL&FS),ILFS_PEER3,Infrastructure Finance,2017,0,0,3093044969.683976,2090371470.910058,413070054.2798925,78025278.95515974,372784301.14355546,501192422.21380764,763338904.4397148,1933374806.7572963,3080943571.0392866,337905105.7845328,699773860.3759012,1037678966.160434,325645721.2715838,0.0243751224861987,0,0.0,1
Yes Bank,YESBANK,Private Banking,2015,1,0,3121583340.2617702,2146603115.905376,381978658.32715964,100588759.34108242,331056882.8686904,470955080.05944085,853800705.6412809,1872950004.157062,3134644840.813525,370828377.63248706,458917873.95861334,829746251.5911005,326555137.484421,0.03445125956926534,0,0.046132191008957296,1
Yes Bank,YESBANK,Private Banking,2016,1,0,3770264608.7140756,2765257252.7436743,435141873.51116097,83081659.1294672,308794288.03381693,702702912.9516754,1291558739.5932589,2117651734.7174778,3908402736.030577,560660980.7153305,829314690.2719175,1389975670.987248,289618220.88061905,0.02432594451726152,0,0.05309582418399796,2
Yes Bank,YESBANK,Private Banking,2017,1,1,4150864150.0129056,2831785573.1245174,351204291.04798424,82036831.87263952,586959233.3522298,722545080.0175741,1049550638.9148839,2380045283.6005607,4073297323.8069873,491620750.2582738,697444365.3390149,1189065115.5972886,296688784.7325103,0.08173289249598738,0,0.07472783276614267,4
Yes Bank,YESBANK,Private Banking,2018,1,1,4692331547.796754,3427159056.2142305,486267266.3594272,121370180.35850388,507806192.76448214,912163980.0637267,1316679789.5260055,2683894906.6067567,4696355764.101116,474733055.9679729,881081142.9224489,1355814198.8904219,123500099.08483426,0.03322831983563729,1,0.018682852581004578,7
Yes Bank,YESBANK,Private Banking,2019,1,0,5188215959.123222,3785087550.1510596,533261264.3988985,219394713.23790684,500920426.57754254,788986786.7907106,1109812529.4633584,3023822551.7611203,4893675485.640062,519044483.40859836,957973548.7911174,1477018032.1997159,411748341.5274864,0.012380255416897423,0,0.057431354765141544,3
Private Banking Peer 1 (matched to Yes Bank),YESBANK_PEER1,Private Banking,2015,0,0,2231098341.8462377,1562480917.3052351,206314683.6829345,63405609.38345376,278537176.8354411,350684577.41122544,642145398.4537508,1338659005.1077425,2382904823.1546392,256279389.5509985,565954408.835659,822233798.3866575,307700988.2294359,0.03960484600783027,0,0.0,0
Private Banking Peer 1 (matched to Yes Bank),YESBANK_PEER1,Private Banking,2016,0,0,2358673528.130164,1545998310.6803463,233118033.37696955,55162992.03911317,343840181.6659664,372557356.4758002,577735365.4925128,1496752451.667483,2380581433.8053684,249437411.83689553,371429072.11914706,620866483.9560425,389409537.6240794,0.02297511071185555,0,0.09433795272023693,0
Private Banking Peer 1 (matched to Yes Bank),YESBANK_PEER1,Private Banking,2017,0,0,2698764600.486136,1904190819.2687073,285337467.54917115,45181255.08911419,283583831.0493055,449522122.4108567,790913452.1540344,1676593255.2418144,2868723714.7773156,393510307.9867881,632694516.1912547,1026204824.1780429,287158321.88226026,0.010991030046954248,0,0.07619754770963355,4
Private Banking Peer 1 (matched to Yes Bank),YESBANK_PEER1,Private Banking,2018,0,0,2909245386.55225,2086800024.8245363,381666251.2223664,95513257.21934846,225293692.50147736,396580864.11514276,692538719.7452921,1872353322.2266812,3029819408.518782,302996404.0666064,609991320.8603519,912987724.9269583,224312079.52284253,0.02618190714665301,0,0.12759400600612442,5
Private Banking Peer 1 (matched to Yes Bank),YESBANK_PEER1,Private Banking,2019,0,0,3302907937.8095727,2411250759.10607,507563557.646546,90318405.57584992,215115033.30861008,501239440.97615564,712117108.6110317,2093669318.7839603,3284222764.5872283,293338967.21758735,815685861.4435788,1109024828.6611662,230462073.88020074,0.012030890107033098,0,0.06509853712596356,0
Private Banking Peer 2 (matched to Yes Bank),YESBANK_PEER2,Private Banking,2015,0,0,1486647522.7680814,996083439.4450969,181294090.91333118,50514632.717340335,170168422.5676938,234429481.18704802,358235788.6902938,891988513.6608489,1502749886.9640484,197731524.19867945,345148189.9266257,542879714.1253052,182583443.10874024,0.03449344801236304,0,0.03125276550754323,3
Private Banking Peer 2 (matched to Yes Bank),YESBANK_PEER2,Private Banking,2016,0,0,1696234775.5885086,1219097538.1679783,204340495.05838844,45800463.906477906,172744965.90037155,264000992.31052214,474117616.47679454,1003559907.8500998,1621656540.3894722,135220355.81034988,388860156.0944899,524080511.90483975,164943367.2059996,0.022504463002607607,0,0.0,1
Private Banking Peer 2 (matched to Yes Bank),YESBANK_PEER2,Private Banking,2017,0,0,1880205803.3060634,1203133761.701797,256617994.56118423,58001590.25436459,238510862.1973166,220766323.97575226,418475244.59800225,1127676995.250906,1875873577.7597628,166374924.3417799,313137991.94383603,479512916.2856159,204499888.09569928,0.010346488051912364,0,0.05267408134109501,0
Private Banking Peer 2 (matched to Yes Bank),YESBANK_PEER2,Private Banking,2018,0,0,2217864295.435679,1511633952.6157627,299582680.3230631,63751371.54057755,190638190.49939904,409546470.8581079,508108613.8386274,1272400519.880217,2090065985.0022368,213802083.54930466,502093447.9947203,715895531.544025,170810080.7970269,0.024039540207356117,0,0.07827302095845466,7
Private Banking Peer 2 (matched to Yes Bank),YESBANK_PEER2,Private Banking,2019,0,0,2419048320.069018,1708061615.085896,308479188.4204219,54609344.79210796,257277891.92004308,359917902.8388795,600746365.0306768,1431524951.4800744,2281707782.019408,301353913.4915359,566715322.5925971,868069236.084133,250443229.05055782,0.004111024358212749,0,0.043809535283517026,4
Private Banking Peer 3 (matched to Yes Bank),YESBANK_PEER3,Private Banking,2015,0,0,1573321988.8343875,1013557870.1153576,203542326.44719163,52375008.03005676,247798378.8515655,226624988.28324348,397418416.76880956,943993193.3006325,1598130135.5777578,172224780.49999666,237130787.6739885,409355568.1739851,281198516.1644474,0.02326843470388023,0,0.013385730929896221,4
Private Banking Peer 3 (matched to Yes Bank),YESBANK_PEER3,Private Banking,2016,0,0,1678749287.5105183,1180621321.6199274,192959423.5446484,55082054.54088029,153904696.75145727,370092282.7823697,553619119.8987626,1056250453.4751774,1842734992.465138,184423861.93702754,330739607.1085153,515163469.04554284,143082577.99779385,0.016221934672417282,0,0.09581557205372834,0
Private Banking Peer 3 (matched to Yes Bank),YESBANK_PEER3,Private Banking,2017,0,0,1922271587.1696255,1295880164.867357,216075378.07410082,61291127.70653236,217669600.1707746,438650288.9195653,572642046.2957796,1184051546.437914,2092848207.1261551,246237419.09801885,250590188.84960297,496827607.9476218,206363016.01738873,0.023645344890332626,0,0.07780376369115755,2
Private Banking Peer 3 (matched to Yes Bank),YESBANK_PEER3,Private Banking,2018,0,0,2154489332.9175515,1489318883.6120417,322036320.4596077,77842064.89101534,142368257.18126768,337623515.6168611,477574895.20540977,1327297559.476929,2134133346.4490635,312347425.95123255,310882634.1732096,623230060.1244421,139081269.55063784,0.010841765227035623,0,0.016404398816016158,6
Private Banking Peer 3 (matched to Yes Bank),YESBANK_PEER3,Private Banking,2019,0,0,2426986694.7047725,1738394104.6089234,313674074.5836759,50102493.488290444,251120424.07811537,379459377.3548056,650094921.264353,1488465820.9964755,2399960356.586766,348638130.890834,441114540.45089835,789752671.3417323,234464721.02137935,0.015083443850345156,0,0.020967429862720766,4
